Vehicle ID,Game ID,Game,Manufacturer,Vehicle Name,Vehicle Name Alternative,Year,How to Obtain,Value,Performance Index Class,Performance Index Number,Type,Era,Country,Rarity,Rarity Rating,Speed Rating,Acceleration Rating,Braking Rating,Handling Rating,Launch Rating,Offroad Rating,Link
978,3,Forza Motorsport 3,Porsche,Porsche 911 Turbo (997),,2007,Base Game,115000,S,639,,,,,,7.8,6.5,5.7,5.7,8.4,,https://forza.fandom.com/wiki/Porsche_911_Turbo_(997)
979,3,Forza Motorsport 3,Porsche,Porsche 911 Turbo 3.3,,1982,Base Game,38000,C,360,,,,,,5.7,5.2,4.9,5.0,5.4,,https://forza.fandom.com/wiki/Porsche_911_Turbo_3.3
980,3,Forza Motorsport 3,Porsche,Porsche 914/6,,1970,Base Game,14000,F,126,,,,,,3.6,3.0,4.7,4.9,3.6,,https://forza.fandom.com/wiki/Porsche_914/6
981,3,Forza Motorsport 3,Porsche,Porsche 944 Turbo,,1989,Base Game,12000,D,294,,,,,,5.4,4.2,4.8,5.0,5.5,,https://forza.fandom.com/wiki/Porsche_944_Turbo
982,3,Forza Motorsport 3,Porsche,Porsche 959,,1987,Base Game,400000,A,541,,,,,,7.6,6.8,5.2,5.4,8.5,,https://forza.fandom.com/wiki/Porsche_959
983,3,Forza Motorsport 3,Porsche,Porsche Boxster S (2003),Porsche Boxster S,2003,Base Game,25000,C,392,,,,,,6.1,4.9,5.2,5.4,6.1,,https://forza.fandom.com/wiki/Porsche_Boxster_S_(2003)
984,3,Forza Motorsport 3,Porsche,Porsche Boxster S (2010),Porsche Boxster S,2010,AutoWeek Car Show Pack,42000,B,447,,,,,,6.4,5.6,5.4,5.5,6.4,,https://forza.fandom.com/wiki/Porsche_Boxster_S_(2010)
985,3,Forza Motorsport 3,Porsche,Porsche Carrera GT,,2003,Base Game,340000,S,640,,,,,,7.8,7.4,6.4,6.2,7.7,,https://forza.fandom.com/wiki/Porsche_Carrera_GT
986,3,Forza Motorsport 3,Porsche,Porsche Cayenne Turbo S,,2009,Base Game,118000,C,401,,,,,,7.8,7.4,6.4,6.2,7.7,,https://forza.fandom.com/wiki/Porsche_Cayenne_Turbo_S
987,3,Forza Motorsport 3,Porsche,Porsche Cayman S,,2006,Base Game,44000,B,453,,,,,,6.6,5.5,5.4,5.7,6.4,,https://forza.fandom.com/wiki/Porsche_Cayman_S
988,3,Forza Motorsport 3,Porsche,Porsche Panamera Turbo (2010),Porsche Panamera Turbo,2010,Hot Holidays Car Pack,130000,A,517,,,,,,7.6,6.2,5.4,5.4,7.8,,https://forza.fandom.com/wiki/Porsche_Panamera_Turbo_(2010)
989,3,Forza Motorsport 3,Radical,Radical SR8 Supersport,,2010,Exotic Car Pack,115000,R2,853,,,,,,6.3,9.2,8.0,7.9,8.4,,https://forza.fandom.com/wiki/Radical_SR8_Supersport
990,3,Forza Motorsport 3,Renault,Renault 5 Turbo,,1980,Base Game,48000,E,241,,,,,,4.0,4.1,4.6,4.6,5.4,,https://forza.fandom.com/wiki/Renault_5_Turbo
991,3,Forza Motorsport 3,Renault,Renault Clio RS 197,,2007,Base Game,20000,D,291,,,,,,4.8,4.3,5.0,5.2,5.2,,https://forza.fandom.com/wiki/Renault_Clio_RS_197
992,3,Forza Motorsport 3,Renault,Renault Mégane RS 250,,2010,Road & Track Car Pack,28000,B,427,,,,,,5.3,4.6,5.0,5.2,5.5,,https://forza.fandom.com/wiki/Renault_Mégane_RS_250
993,3,Forza Motorsport 3,Renault,Renault Sport Clio V6,,2003,Base Game,20000,D,312,,,,,,5.2,4.3,5.1,5.1,5.2,,https://forza.fandom.com/wiki/Renault_Sport_Clio_V6
994,3,Forza Motorsport 3,Renault,Renault Twingo Renault Sport Cup,,2009,Base Game,14000,F,200,,,,,,4.1,3.2,5.0,5.1,4.3,,https://forza.fandom.com/wiki/Renault_Twingo_Renault_Sport_Cup
995,3,Forza Motorsport 3,Rossion,Rossion Q1,,2010,Exotic Car Pack,100000,A,598,,,,,,7.2,7.1,6.2,6.2,7.4,,https://forza.fandom.com/wiki/Rossion_Q1
996,3,Forza Motorsport 3,Saab,Saab 9-3 Aero,,2002,Base Game,11000,E,206,,,,,,5.1,3.5,4.5,4.8,4.2,,https://forza.fandom.com/wiki/Saab_9-3_Aero
997,3,Forza Motorsport 3,Saab,Saab 9-3 Turbo X,,2008,Base Game,27000,E,230,,,,,,5.5,3.4,4.6,4.9,4.5,,https://forza.fandom.com/wiki/Saab_9-3_Turbo_X
998,3,Forza Motorsport 3,Saab,Saab 99 Turbo,,1978,Community Choice Classics Car Pack,7000,F,108,,,,,,3.9,3.0,4.5,4.7,3.5,,https://forza.fandom.com/wiki/Saab_99_Turbo
999,3,Forza Motorsport 3,Saleen,Saleen #2 Konrad Motorsports S7R,Saleen S7R,2003,Base Game,600000,R2,834,,,,,,7.2,8.7,7.7,7.5,7.9,,https://forza.fandom.com/wiki/Saleen_S7R
1000,3,Forza Motorsport 3,Saleen,Saleen #11 Graham Nash Motorsport S7R,Saleen S7R,2002,Base Game,600000,R2,833,,,,,,7.2,8.7,7.7,7.5,7.9,,https://forza.fandom.com/wiki/Saleen_S7R
1001,3,Forza Motorsport 3,Saleen,Saleen #26 Konrad Motorsports S7R,Saleen S7R,2001,Base Game,600000,R2,842,,,,,,7.2,8.7,7.7,7.5,7.9,,https://forza.fandom.com/wiki/Saleen_S7R
1002,3,Forza Motorsport 3,Saleen,Saleen S281,,2000,Base Game,20000,C,387,,,,,,6.0,5.3,4.8,5.1,5.7,,https://forza.fandom.com/wiki/Saleen_S281
1003,3,Forza Motorsport 3,Saleen,Saleen S281 E,,2006,Base Game,39000,B,483,,,,,,6.8,6.2,5.0,5.1,5.9,,https://forza.fandom.com/wiki/Saleen_S281_E
1004,3,Forza Motorsport 3,Saleen,Saleen S331 Supercab,,2008,Base Game,45000,E,221,,,,,,4.8,3.7,4.3,4.2,3.7,,https://forza.fandom.com/wiki/Saleen_S331_Supercab
1005,3,Forza Motorsport 3,Saleen,Saleen S5S Raptor,,2010,AutoWeek Car Show Pack,185000,S,647,,,,,,7.5,7.8,6.0,6.0,7.2,,https://forza.fandom.com/wiki/Saleen_S5S_Raptor
1006,3,Forza Motorsport 3,Saleen,Saleen S7,,2004,Base Game,320000,S,698,,,,,,8.9,8.1,6.4,6.5,8.0,,https://forza.fandom.com/wiki/Saleen_S7
1007,3,Forza Motorsport 3,Saturn,Saturn ION Red Line,,2006,Base Game,11000,D,276,,,,,,5.3,4.2,4.5,4.8,4.6,,https://forza.fandom.com/wiki/Saturn_ION_Red_Line
1008,3,Forza Motorsport 3,Saturn,Saturn Sky Red Line,,2007,Base Game,21000,C,365,,,,,,5.1,4.7,5.0,5.2,5.7,,https://forza.fandom.com/wiki/Saturn_Sky_Red_Line
1009,3,Forza Motorsport 3,Scion,Scion tC (2005),Scion tC,2005,Base Game,10000,E,203,,,,,,4.6,3.4,4.6,4.8,4.4,,https://forza.fandom.com/wiki/Scion_tC_(2005)
1010,3,Forza Motorsport 3,Scion,Scion xD,,2009,Base Game,9000,F,175,,,,,,4.4,3.0,4.6,4.8,3.9,,https://forza.fandom.com/wiki/Scion_xD
1011,3,Forza Motorsport 3,SEAT,SEAT Ibiza CUPRA,,2009,Base Game,17000,D,286,,,,,,4.8,4.1,4.8,5.0,5.1,,https://forza.fandom.com/wiki/SEAT_Ibiza_CUPRA
1012,3,Forza Motorsport 3,SEAT,SEAT Leon CUPRA,,2007,Base Game,21000,D,321,,,,,,5.3,4.6,4.8,5.1,5.2,,https://forza.fandom.com/wiki/SEAT_Leon_CUPRA
1013,3,Forza Motorsport 3,SEAT,SEAT Leon Cupra R (2003),SEAT Leon Cupra R,2003,Base Game,11000,D,295,,,,,,5.1,4.1,4.9,5.2,5.0,,https://forza.fandom.com/wiki/SEAT_Leon_Cupra_R_(2003)
1014,3,Forza Motorsport 3,SEAT,SEAT Leon CUPRA R (2010),SEAT Leon CUPRA R,2010,Road & Track Car Pack,24000,B,439,,,,,,5.5,6.6,4.7,4.9,6.5,,https://forza.fandom.com/wiki/SEAT_Leon_CUPRA_R_(2010)
1015,3,Forza Motorsport 3,SEAT,SEAT Leon Supercup,,2007,Base Game,47000,B,471,,,,,,4.3,5.4,6.3,6.3,5.9,,https://forza.fandom.com/wiki/SEAT_Leon_Supercup
1016,3,Forza Motorsport 3,Shelby,Shelby Cobra 427 S/C,,1965,Base Game,1430000,B,499,,,,,,6.4,6.9,4.7,4.9,5.9,,https://forza.fandom.com/wiki/Shelby_Cobra_427_S/C
1017,3,Forza Motorsport 3,Shelby,Shelby Cobra Daytona Coupe,,1965,Motorsport Legends Car Pack,1000000,B,476,,,,,,6.8,6.2,4.9,5.2,4.5,,https://forza.fandom.com/wiki/Shelby_Cobra_Daytona_Coupe
1018,3,Forza Motorsport 3,Shelby,Shelby GT-500KR,,1968,Base Game,120000,E,206,,,,,,3.7,4.7,3.8,4.0,4.2,,https://forza.fandom.com/wiki/Shelby_GT-500KR
1019,3,Forza Motorsport 3,Shelby,Shelby Series 1,,1999,Base Game,140000,B,461,,,,,,5.7,5.6,5.5,5.8,4.5,,https://forza.fandom.com/wiki/Shelby_Series_1
1020,3,Forza Motorsport 3,Spada Vetture Sport,Spada Vetture Sport Codatronca TS,,2010,Exotic Car Pack,400000,S,670,,,,,,7.9,7.6,6.1,6.1,6.9,,https://forza.fandom.com/wiki/Spada_Vetture_Sport_Codatronca_TS
1021,3,Forza Motorsport 3,Spyker,Spyker C8 Laviolette LM85,,2010,Exotic Car Pack,260000,A,517,,,,,,7.0,6.3,5.6,5.6,7.2,,https://forza.fandom.com/wiki/Spyker_C8_Laviolette_LM85
1022,3,Forza Motorsport 3,SSC,SSC Ultimate Aero,,2010,Exotic Car Pack,620000,S,672,,,,,,9.9,8.4,6.1,6.1,7.6,,https://forza.fandom.com/wiki/SSC_Ultimate_Aero
1023,3,Forza Motorsport 3,Subaru,Subaru #77 CUSCO SUBARU ADVAN IMPREZA,Subaru 77 CUSCO SUBARU ADVAN IMPREZA,2003,Base Game,200000,R3,713,,,,,,6.3,7.1,7.5,7.5,7.2,,https://forza.fandom.com/wiki/Subaru_77_CUSCO_SUBARU_ADVAN_IMPREZA
1024,3,Forza Motorsport 3,Subaru,Subaru Impreza 22B STi,,1998,Base Game,36000,C,366,,,,,,5.4,4.8,5.3,5.5,6.0,,https://forza.fandom.com/wiki/Subaru_Impreza_22B_STi
1025,3,Forza Motorsport 3,Subaru,Subaru Impreza WRX STi (2004),Subaru Impreza WRX STi,2004,Base Game,17000,C,374,,,,,,5.7,5.0,5.3,5.4,6.3,,https://forza.fandom.com/wiki/Subaru_Impreza_WRX_STi_(2004)
1026,3,Forza Motorsport 3,Subaru,Subaru Impreza WRX STi (2005),Subaru Impreza WRX STi,2005,Base Game,18000,C,382,,,,,,5.9,5.0,5.3,5.4,6.4,,https://forza.fandom.com/wiki/Subaru_Impreza_WRX_STi_(2005)
1027,3,Forza Motorsport 3,Subaru,Subaru Impreza WRX STI (2008),Subaru Impreza WRX STI,2008,Base Game,27000,C,372,,,,,,5.4,4.9,5.1,5.2,6.4,,https://forza.fandom.com/wiki/Subaru_Impreza_WRX_STI_(2008)
1028,3,Forza Motorsport 3,Subaru,Subaru Legacy B4 2.0 GT,,2005,Base Game,18000,D,319,,,,,,6.0,4.3,4.9,5.1,5.5,,https://forza.fandom.com/wiki/Subaru_Legacy_B4_2.0_GT
1029,3,Forza Motorsport 3,Subaru,Subaru Legacy B4 2.5 GT,,2010,Summer Velocity Car Pack,31000,D,339,,,,,,6.2,4.5,4.9,5.1,5.8,,https://forza.fandom.com/wiki/Subaru_Legacy_B4_2.5_GT
1030,3,Forza Motorsport 3,Toyota,Toyota #3 Toyota Motorsports GT-ONE TS020,Toyota 3 Toyota Motorsports GT-ONE TS020,1999,Base Game,2000000,R1,934,,,,,,7.9,8.8,8.4,8.4,7.6,,https://forza.fandom.com/wiki/Toyota_3_Toyota_Motorsports_GT-ONE_TS020
1031,3,Forza Motorsport 3,Toyota,Toyota #6 EXXON Superflo Supra,Toyota Supra (GT500),2005,Base Game,400000,R2,819,,,,,,6.2,8.1,8.0,8.1,7.2,,https://forza.fandom.com/wiki/Toyota_Supra_(GT500)
1032,3,Forza Motorsport 3,Toyota,Toyota #25 ECLIPSE ADVAN SUPRA,Toyota Supra (GT500),2006,Base Game,400000,R2,817,,,,,,6.2,8.1,8.0,8.1,7.2,,https://forza.fandom.com/wiki/Toyota_Supra_(GT500)
1033,3,Forza Motorsport 3,Toyota,Toyota #35 YellowHat YMS Supra,Toyota Supra (GT500),2004,Base Game,400000,R2,818,,,,,,6.2,8.1,8.0,8.1,7.2,,https://forza.fandom.com/wiki/Toyota_Supra_(GT500)
1034,3,Forza Motorsport 3,Toyota,Toyota #36 OPEN INTERFACE TOM'S SUPRA,Toyota Supra (GT500),2005,Base Game,400000,R2,817,,,,,,6.2,8.1,8.0,8.1,7.2,,https://forza.fandom.com/wiki/Toyota_Supra_(GT500)
1035,3,Forza Motorsport 3,Toyota,Toyota 2000GT,,1969,Base Game,117000,F,121,,,,,,4.5,3.0,4.4,4.7,3.3,,https://forza.fandom.com/wiki/Toyota_2000GT
1036,3,Forza Motorsport 3,Toyota,Toyota Altezza RS200,,2004,Base Game,10000,E,257,,,,,,5.5,3.6,4.9,5.1,4.5,,https://forza.fandom.com/wiki/Toyota_Altezza_RS200
1037,3,Forza Motorsport 3,Toyota,Toyota Celica GT-Four ST205,,1994,Base Game,9000,E,251,,,,,,5.5,3.7,4.6,4.9,4.7,,https://forza.fandom.com/wiki/Toyota_Celica_GT-Four_ST205
1038,3,Forza Motorsport 3,Toyota,Toyota Celica SS-I,,2003,Base Game,8000,E,272,,,,,,5.4,4.0,4.8,5.1,4.7,,https://forza.fandom.com/wiki/Toyota_Celica_SS-I
1039,3,Forza Motorsport 3,Toyota,Toyota Celica Supra,,1984,Base Game,4000,F,178,,,,,,4.3,3.0,4.9,5.1,3.8,,https://forza.fandom.com/wiki/Toyota_Celica_Supra
1040,3,Forza Motorsport 3,Toyota,Toyota MR-S,,2002,Base Game,9000,E,218,,,,,,4.3,3.4,5.0,5.2,4.4,,https://forza.fandom.com/wiki/Toyota_MR-S
1041,3,Forza Motorsport 3,Toyota,Toyota MR2 GT,,1995,Base Game,7000,D,307,,,,,,5.7,4.5,4.7,4.9,5.8,,https://forza.fandom.com/wiki/Toyota_MR2_GT
1042,3,Forza Motorsport 3,Toyota,Toyota Soarer 430SCV,,2002,Base Game,22000,D,299,,,,,,6.0,4.2,4.8,5.0,5.0,,https://forza.fandom.com/wiki/Toyota_Soarer_430SCV
1043,3,Forza Motorsport 3,Toyota,Toyota Sprinter Trueno GT Apex,,1985,Base Game,5000,F,200,,,,,,4.2,4.0,4.4,4.6,4.9,,https://forza.fandom.com/wiki/Toyota_Sprinter_Trueno_GT_Apex
1044,3,Forza Motorsport 3,Toyota,Toyota Supra 2.0 GT Twin Turbo,,1992,Base Game,5000,E,204,,,,,,5.5,3.0,4.7,5.0,3.9,,https://forza.fandom.com/wiki/Toyota_Supra_2.0_GT_Twin_Turbo
1045,3,Forza Motorsport 3,Toyota,Toyota Supra RZ,,1998,Base Game,24000,C,396,,,,,,6.4,5.1,5.0,5.3,6.0,,https://forza.fandom.com/wiki/Toyota_Supra_RZ
1046,3,Forza Motorsport 3,Toyota,Toyota Tom's T020 MR2,,1995,Base Game,11000,C,356,,,,,,5.6,4.6,5.2,5.4,5.9,,https://forza.fandom.com/wiki/Toyota_Tom's_T020_MR2
1047,3,Forza Motorsport 3,Toyota,Toyota Tom's W123 MR-S,,2002,Base Game,15000,D,340,,,,,,4.8,4.4,5.5,5.6,5.6,,https://forza.fandom.com/wiki/Toyota_Tom's_W123_MR-S
1048,3,Forza Motorsport 3,Toyota,Toyota Top Secret 0-300 Supra,,1998,Base Game,300000,R3,702,,,,,,8.3,7.7,5.8,5.8,6.6,,https://forza.fandom.com/wiki/Toyota_Top_Secret_0-300_Supra
1049,3,Forza Motorsport 3,Toyota,Toyota Yaris S,,2008,Base Game,11000,F,150,,,,,,4.1,3.0,4.6,4.0,3.7,,https://forza.fandom.com/wiki/Toyota_Yaris_S
1050,3,Forza Motorsport 3,TVR,TVR Cerbera Speed 12,,1998,Base Game,1000000,R3,775,,,,,,9.3,8.2,6.4,6.5,7.3,,https://forza.fandom.com/wiki/TVR_Cerbera_Speed_12
1051,3,Forza Motorsport 3,TVR,TVR Sagaris,,2005,Base Game,57000,A,565,,,,,,6.7,6.9,5.6,5.7,6.3,,https://forza.fandom.com/wiki/TVR_Sagaris
1052,3,Forza Motorsport 3,TVR,TVR Tuscan S,,2001,Base Game,26000,A,523,,,,,,6.7,6.6,5.4,5.6,6.6,,https://forza.fandom.com/wiki/TVR_Tuscan_S
1053,3,Forza Motorsport 3,Vauxhall,Vauxhall Astra VXR (2006),Vauxhall Astra VXR,2006,Base Game,17000,D,305,,,,,,5.4,4.3,4.8,5.0,5.0,,https://forza.fandom.com/wiki/Vauxhall_Astra_VXR_(2006)
1054,3,Forza Motorsport 3,Vauxhall,Vauxhall Corsa VXR (2009),Vauxhall Corsa VXR,2009,Base Game,21000,E,252,,,,,,4.5,4.2,4.6,4.8,4.7,,https://forza.fandom.com/wiki/Vauxhall_Corsa_VXR_(2009)
1055,3,Forza Motorsport 3,Vauxhall,Vauxhall Insignia VXR,,2010,Road & Track Car Pack,42000,D,349,,,,,,6.5,4.6,4.8,5.0,5.9,,https://forza.fandom.com/wiki/Vauxhall_Insignia_VXR
1056,3,Forza Motorsport 3,Vauxhall,Vauxhall Monaro VXR,,2005,Base Game,25000,C,352,,,,,,6.6,5.1,4.8,5.0,4.7,,https://forza.fandom.com/wiki/Vauxhall_Monaro_VXR
1057,3,Forza Motorsport 3,Vauxhall,Vauxhall VX220 Turbo,,2004,Base Game,20000,C,397,,,,,,5.4,5.1,5.1,5.3,6.7,,https://forza.fandom.com/wiki/Vauxhall_VX220_Turbo
1058,3,Forza Motorsport 3,Volkswagen,Volkswagen Beetle (2004),Volkswagen Beetle,2004,Base Game,7000,F,149,,,,,,4.1,3.0,4.4,4.6,3.9,,https://forza.fandom.com/wiki/Volkswagen_Beetle_(2004)
1059,3,Forza Motorsport 3,Volkswagen,Volkswagen Bora VR6,,2003,Base Game,9000,F,199,,,,,,5.1,3.5,4.4,4.7,4.5,,https://forza.fandom.com/wiki/Volkswagen_Bora_VR6
1060,3,Forza Motorsport 3,Volkswagen,Volkswagen Corrado VR6,,1995,Base Game,6000,F,186,,,,,,5.0,3.2,4.4,4.6,4.4,,https://forza.fandom.com/wiki/Volkswagen_Corrado_VR6
1061,3,Forza Motorsport 3,Volkswagen,Volkswagen Golf GTi (2006),Volkswagen Golf GTi,2006,Base Game,16000,D,276,,,,,,4.9,3.9,5.0,5.2,4.9,,https://forza.fandom.com/wiki/Volkswagen_Golf_GTi_(2006)
1062,3,Forza Motorsport 3,Volkswagen,Volkswagen Golf GTi 16v Mk2,,1992,Base Game,5000,F,139,,,,,,4.0,3.0,4.6,4.9,3.6,,https://forza.fandom.com/wiki/Volkswagen_Golf_GTi_16v_Mk2
1063,3,Forza Motorsport 3,Volkswagen,Volkswagen Golf GTI Mk6,,2010,Base Game,19000,D,278,,,,,,5.2,4.0,4.8,5.1,4.7,,https://forza.fandom.com/wiki/Volkswagen_Golf_GTI_Mk6
1064,3,Forza Motorsport 3,Volkswagen,Volkswagen Golf R (2010),Volkswagen Golf R,2010,Road & Track Car Pack,34000,D,347,,,,,,5.6,4.7,5.0,5.2,6.0,,https://forza.fandom.com/wiki/Volkswagen_Golf_R_(2010)
1065,3,Forza Motorsport 3,Volkswagen,Volkswagen Golf R32,,2003,Base Game,18000,D,304,,,,,,5.3,4.5,4.8,5.0,5.8,,https://forza.fandom.com/wiki/Volkswagen_Golf_R32
1066,3,Forza Motorsport 3,Volkswagen,Volkswagen Rabbit GTI,,1984,Base Game,4000,F,100,,,,,,3.4,3.0,4.3,4.4,4.0,,https://forza.fandom.com/wiki/Volkswagen_Rabbit_GTI
1067,3,Forza Motorsport 3,Volkswagen,Volkswagen Scirocco GT,,2009,Base Game,27000,D,283,,,,,,4.9,4.0,4.9,5.2,5.1,,https://forza.fandom.com/wiki/Volkswagen_Scirocco_GT
1068,3,Forza Motorsport 3,Volkswagen,Volkswagen Touareg R50,,2008,Base Game,68000,E,249,,,,,,5.4,4.0,4.4,4.3,5.4,,https://forza.fandom.com/wiki/Volkswagen_Touareg_R50
1069,3,Forza Motorsport 3,Volvo,Volvo #24 At-Speed S60 R,Volvo 24 At-Speed S60 R,2004,Base Game,150000,S,671,,,,,,6.1,7.9,6.5,6.4,9.2,,https://forza.fandom.com/wiki/Volvo_24_At-Speed_S60_R
1070,3,Forza Motorsport 3,Volvo,Volvo 242 Turbo Evolution,,1983,Community Choice Classics Car Pack,7500,E,212,,,,,,4.9,4.4,4.1,4.2,4.7,,https://forza.fandom.com/wiki/Volvo_242_Turbo_Evolution
1071,3,Forza Motorsport 3,Volvo,Volvo C30 R-Design,,2009,Base Game,23000,E,268,,,,,,5.5,3.9,4.5,4.7,5.1,,https://forza.fandom.com/wiki/Volvo_C30_R-Design
1072,3,Forza Motorsport 3,Volvo,Volvo S60 R,,2004,Base Game,16000,D,316,,,,,,6.0,4.4,4.8,5.0,5.5,,https://forza.fandom.com/wiki/Volvo_S60_R
1073,3,Forza Motorsport 3,Wiesmann,Wiesmann GT MF5 (2010),Wiesmann GT MF5,2010,Exotic Car Pack,225000,S,613,,,,,,7.4,7.3,5.7,5.8,6.7,,https://forza.fandom.com/wiki/Wiesmann_GT_MF5_(2010)
1074,4,Forza Motorsport 4,Abarth,Abarth 131 Abarth,,1980,Base Game,35000,E,204,,,,,,3.0,5.3,4.4,4.4,6.1,,https://forza.fandom.com/wiki/Abarth_131_Abarth
1075,4,Forza Motorsport 4,Abarth,Abarth 500 esseesse,,2010,Base Game,20000,D,312,,,,,,3.8,5.7,3.9,4.0,6.1,,https://forza.fandom.com/wiki/Abarth_500_esseesse
1076,4,Forza Motorsport 4,Acura,Acura #15 Lowe's Fernandez ARX-01b,Acura ARX-01b,2008,Base Game,2000000,R1,954,,,,,,8.1,9.7,9.8,9.8,8.5,,https://forza.fandom.com/wiki/Acura_ARX-01b
1077,4,Forza Motorsport 4,Acura,Acura #26 Andretti-Green Racing ARX-01b,Acura ARX-01b,2008,Base Game,2000000,R1,954,,,,,,8.1,9.7,9.8,9.8,8.5,,https://forza.fandom.com/wiki/Acura_ARX-01b
1078,4,Forza Motorsport 4,Acura,Acura #66 de Ferran Motorsports ARX-01b,Acura ARX-01b,2008,Base Game,2000000,R1,954,,,,,,8.1,9.7,9.8,9.8,8.5,,https://forza.fandom.com/wiki/Acura_ARX-01b
1079,4,Forza Motorsport 4,Acura,Acura #66 de Ferran Motorsports ARX-02a,Acura ARX-02a,2009,Base Game,2500000,R1,990,,,,,,9.2,9.5,9.9,9.9,8.2,,https://forza.fandom.com/wiki/Acura_ARX-02a
1080,4,Forza Motorsport 4,Acura,Acura #66 de Ferran Motorsports Jim Hall Tribute ARX-02a,Acura ARX-02a,2009,Base Game,2500000,R1,989,,,,,,9.2,9.5,9.9,9.9,8.2,,https://forza.fandom.com/wiki/Acura_ARX-02a
1081,4,Forza Motorsport 4,Acura,Acura Integra Type-R,,2001,Base Game,12000,C,388,,,,,,5.0,6.0,4.6,4.7,6.3,,https://forza.fandom.com/wiki/Acura_Integra_Type-R
1082,4,Forza Motorsport 4,Acura,Acura NSX (1997),Acura NSX,1997,Base Game,38000,B,471,,,,,,6.6,7.0,5.1,5.2,7.2,,https://forza.fandom.com/wiki/Acura_NSX_(1997)
1083,4,Forza Motorsport 4,Acura,Acura NSX (2005),Acura NSX,2005,Base Game,64000,B,476,,,,,,7.0,7.0,5.1,5.2,7.1,,https://forza.fandom.com/wiki/Acura_NSX_(2005)
1084,4,Forza Motorsport 4,Acura,Acura RSX Type-S,,2002,Base Game,10000,D,342,,,,,,5.1,5.9,4.3,4.4,6.1,,https://forza.fandom.com/wiki/Acura_RSX_Type-S
1085,4,Forza Motorsport 4,Acura,Acura TSX V6,,2010,Base Game,21000,C,375,,,,,,6.8,5.7,4.5,4.8,5.6,,https://forza.fandom.com/wiki/Acura_TSX_V6
1086,4,Forza Motorsport 4,Alfa Romeo,Alfa Romeo 8C Competizione,,2007,Base Game,280000,A,562,,,,,,7.9,7.8,5.3,5.4,7.6,,https://forza.fandom.com/wiki/Alfa_Romeo_8C_Competizione
1087,4,Forza Motorsport 4,Alfa Romeo,Alfa Romeo 33 Stradale,,1968,September Pennzoil Car Pack,3000000,A,509,,,,,,6.5,8.3,4.8,4.9,8.1,,https://forza.fandom.com/wiki/Alfa_Romeo_33_Stradale
1088,4,Forza Motorsport 4,Alfa Romeo,Alfa Romeo 155 Q4,,1992,February ALMS (American Le Mans) Pack,7000,D,345,,,,,,4.7,5.8,4.3,4.4,6.5,,https://forza.fandom.com/wiki/Alfa_Romeo_155_Q4
1089,4,Forza Motorsport 4,Alfa Romeo,Alfa Romeo Brera Italia Independent,,2009,Base Game,32000,D,347,,,,,,4.7,5.3,4.6,4.7,5.8,,https://forza.fandom.com/wiki/Alfa_Romeo_Brera_Italia_Independent
1090,4,Forza Motorsport 4,Alfa Romeo,Alfa Romeo Giulia Sprint GTA Stradale,,1965,Base Game,60000,E,208,,,,,,3.0,6.1,3.7,3.7,6.4,,https://forza.fandom.com/wiki/Alfa_Romeo_Giulia_Sprint_GTA_Stradale
1091,4,Forza Motorsport 4,Alfa Romeo,Alfa Romeo Giulietta Quadrifoglio Verde,,2011,Pre-Order DLC,36000,C,409,,,,,,5.1,6.1,4.7,4.8,6.2,,https://forza.fandom.com/wiki/Alfa_Romeo_Giulietta_Quadrifoglio_Verde
1092,4,Forza Motorsport 4,Alfa Romeo,Alfa Romeo GTV-6,,1986,March Pirelli Car Pack,9000,F,185,,,,,,3.7,4.8,4.1,4.1,5.1,,https://forza.fandom.com/wiki/Alfa_Romeo_GTV-6
1093,4,Forza Motorsport 4,Alfa Romeo,Alfa Romeo MiTo,,2008,Base Game,20000,D,292,,,,,,3.8,5.3,4.1,4.3,5.7,,https://forza.fandom.com/wiki/Alfa_Romeo_MiTo
1094,4,Forza Motorsport 4,Alfa Romeo,Alfa Romeo Montreal,,1970,January Jalopnik Pack,27000,E,229,,,,,,4.0,5.4,4.0,4.0,6.0,,https://forza.fandom.com/wiki/Alfa_Romeo_Montreal
1095,4,Forza Motorsport 4,Alfa Romeo,Alfa Romeo Spider Quadrifoglio Verde,,1986,December IGN Pack,5000,F,145,,,,,,3.1,4.0,4.0,4.2,4.0,,https://forza.fandom.com/wiki/Alfa_Romeo_Spider_Quadrifoglio_Verde
1096,4,Forza Motorsport 4,AMC,AMC Javelin-AMX,,1971,Base Game,20000,C,355,,,,,,3.0,7.0,3.8,3.8,6.4,,https://forza.fandom.com/wiki/AMC_Javelin-AMX
1097,4,Forza Motorsport 4,AMC,AMC Gremlin X,,1973,July Car Pack,5000,F,161,,,,,,3.0,4.9,3.8,3.7,5.7,,https://forza.fandom.com/wiki/AMC_Gremlin_X
1098,4,Forza Motorsport 4,AMC,AMC Pacer X,,1977,May Top Gear Car Pack,5000,F,104,,,,,,3.0,3.7,3.7,3.7,4.2,,https://forza.fandom.com/wiki/AMC_Pacer_X
1099,4,Forza Motorsport 4,Ascari,Ascari KZ1R,,2012,July Car Pack,350000,S,626,,,,,,8.8,8.4,5.9,6.0,7.9,,https://forza.fandom.com/wiki/Ascari_KZ1R
